Product_ID,Product_Name,Category,Brand,Average_Price,SPF_Rating,Skin_Type,Hair_Type,Age_Group,Gender,Popularity_Rating,Usage_Frequency,Primary_Ingredient,Fragrance_Type,Waterproof,Organic,Paraben_Free,Summer_Essential_Score,Region_Usage,Online_Availability
P06125,Serum,Bodycare,Mamaearth,358.95,50,Combination,,Teen,Female,5,Daily,Aloe Vera,Floral,No,No,No,7,East,Nykaa
P06126,Deodorant,Makeup,Garnier,829.82,50,Dry,,Senior,Unisex,3,Daily,Charcoal,Woody,Yes,No,Yes,9,South,Nykaa
P06127,Conditioner,Haircare,Dove,1229.41,50,Oily,,Teen,Female,1,Daily,Aloe Vera,Fruity,No,No,No,3,South,Flipkart
P06128,Lip Balm,Bodycare,Nivea,1282.96,30,Oily,,Teen,Female,2,Daily,Rose Water,Citrus,Yes,No,Yes,4,Pan-India,Amazon
P06129,Toner,Fragrance,Mamaearth,1435.5,0,Combination,,Teen,Male,5,Daily,Rose Water,Woody,Yes,Yes,No,9,North,Amazon
P06130,Conditioner,Skincare,Garnier,637.05,15,Oily,,Senior,Unisex,5,Daily,Charcoal,Floral,No,Yes,Yes,4,South,Myntra
P06131,Shampoo,Fragrance,Neutrogena,921.61,30,Sensitive,Coily,Teen,Female,1,Daily,Coconut Oil,Fruity,No,Yes,Yes,5,South,Brand Website
P06132,Lip Balm,Skincare,L'Oréal,379.85,15,Dry,,Teen,Female,4,Occasional,Vitamin C,Floral,No,Yes,Yes,7,North,Amazon
P06133,Face Wash,Haircare,Himalaya,1092.99,0,Combination,,Senior,Male,5,Occasional,Tea Tree,Fruity,Yes,No,No,1,Pan-India,Brand Website
P06134,Deodorant,Makeup,Ponds,718,50,Sensitive,,Adult,Male,3,Occasional,Coconut Oil,Woody,Yes,Yes,Yes,7,Pan-India,Myntra
P06135,Shampoo,Fragrance,Mamaearth,1422.46,50,Normal,Straight,Senior,Male,2,Weekly,Coconut Oil,Floral,No,Yes,Yes,9,Pan-India,Brand Website
P06136,Shampoo,Makeup,L'Oréal,67.66,50,Sensitive,,Teen,Female,5,Weekly,Vitamin C,Unscented,No,Yes,No,7,North,Flipkart
P06137,Body Lotion,Fragrance,Mamaearth,1330.52,0,Dry,Curly,Senior,Male,3,Weekly,Rose Water,Citrus,No,No,Yes,7,East,Brand Website
P06138,Serum,Fragrance,Himalaya,443.57,30,Sensitive,,Senior,Female,2,Weekly,Tea Tree,Floral,No,No,Yes,10,West,Nykaa
P06139,Shampoo,Bodycare,Mamaearth,1189.5,15,Oily,Curly,Teen,Female,4,Daily,Rose Water,Fruity,Yes,Yes,No,3,East,Nykaa
P06140,Body Lotion,Skincare,Mamaearth,852.15,50,Dry,,Senior,Male,2,Daily,Coconut Oil,Floral,Yes,Yes,No,5,North,Brand Website
P06141,Toner,Makeup,Nivea,1081.47,30,Combination,Straight,Adult,Female,2,Weekly,Aloe Vera,Citrus,Yes,Yes,Yes,2,East,Myntra
P06142,Moisturizer,Skincare,Biotique,115.94,30,Combination,,Teen,Male,2,Occasional,Aloe Vera,Woody,No,No,Yes,6,West,Amazon
P06143,Serum,Fragrance,Neutrogena,657.5,50,Dry,Wavy,Senior,Male,2,Weekly,Vitamin C,Woody,No,Yes,Yes,4,North,Amazon
P06144,Deodorant,Haircare,Himalaya,267.95,15,Dry,Coily,Senior,Female,5,Occasional,Charcoal,Floral,Yes,No,Yes,7,West,Amazon
P06145,Lip Balm,Makeup,Lakmé,858.3,15,Combination,Wavy,Adult,Female,1,Daily,Aloe Vera,Fruity,No,Yes,Yes,2,East,Nykaa
P06146,Deodorant,Fragrance,Dove,1160.88,0,Combination,Wavy,Teen,Female,3,Weekly,Charcoal,Woody,No,Yes,No,7,South,Brand Website
P06147,Serum,Makeup,Neutrogena,537.78,50,Oily,Straight,Teen,Male,4,Occasional,Vitamin C,Unscented,No,Yes,Yes,1,West,Flipkart
P06148,Lip Balm,Makeup,Garnier,441.76,0,Dry,,Teen,Female,3,Daily,Aloe Vera,Fruity,No,Yes,Yes,5,South,Nykaa
P06149,Serum,Haircare,Dove,1447.79,50,Combination,Straight,Adult,Male,5,Occasional,Tea Tree,Unscented,Yes,No,No,4,West,Amazon
P06150,Moisturizer,Bodycare,Lakmé,1198.46,30,Sensitive,Curly,Senior,Female,4,Occasional,Rose Water,Woody,No,No,No,7,Pan-India,Flipkart
P06151,Conditioner,Skincare,Neutrogena,547.64,0,Sensitive,,Senior,Female,5,Weekly,Vitamin C,Floral,Yes,Yes,Yes,4,South,Brand Website
P06152,Face Wash,Skincare,Nivea,1417.33,15,Dry,Coily,Senior,Unisex,1,Weekly,Coconut Oil,Woody,No,No,No,4,West,Myntra
P06153,Serum,Haircare,Garnier,217.11,30,Dry,Straight,Senior,Female,1,Weekly,Charcoal,Citrus,Yes,Yes,No,2,Pan-India,Flipkart
P06154,Shampoo,Skincare,Dove,281.59,50,Combination,Coily,Adult,Unisex,3,Occasional,Coconut Oil,Fruity,Yes,Yes,No,10,West,Brand Website
P06155,Sunscreen,Skincare,Garnier,1138.86,0,Oily,Wavy,Senior,Unisex,3,Daily,Vitamin C,Floral,Yes,Yes,No,2,East,Myntra
P06156,Serum,Fragrance,Ponds,74.17,15,Oily,Straight,Teen,Female,1,Daily,Aloe Vera,Fruity,No,Yes,No,5,West,Nykaa
P06157,Conditioner,Haircare,Biotique,1411.77,15,Combination,Curly,Senior,Female,5,Occasional,Tea Tree,Woody,No,Yes,No,5,North,Amazon
P06158,Moisturizer,Haircare,Dove,841.07,0,Combination,,Adult,Unisex,5,Daily,Coconut Oil,Fruity,No,Yes,Yes,6,East,Nykaa
P06159,Conditioner,Skincare,Himalaya,401.06,30,Sensitive,,Adult,Unisex,5,Weekly,Rose Water,Unscented,Yes,Yes,No,7,South,Amazon
P06160,Shampoo,Haircare,Nivea,1062.27,30,Oily,,Adult,Male,3,Daily,Aloe Vera,Fruity,No,Yes,No,10,East,Flipkart
P06161,Sunscreen,Fragrance,Mamaearth,168.29,0,Oily,,Senior,Unisex,1,Occasional,Vitamin C,Citrus,Yes,Yes,No,5,West,Myntra
P06162,Shampoo,Makeup,Biotique,655.21,50,Dry,,Adult,Unisex,3,Occasional,Rose Water,Citrus,No,Yes,No,4,Pan-India,Brand Website
P06163,Shampoo,Haircare,Nivea,179.52,15,Normal,Wavy,Adult,Female,2,Daily,Rose Water,Woody,No,No,No,10,West,Brand Website
P06164,Toner,Skincare,Garnier,941.94,15,Sensitive,Curly,Adult,Male,4,Occasional,Coconut Oil,Fruity,No,Yes,No,1,East,Myntra
P06165,Shampoo,Haircare,L'Oréal,1180.55,50,Normal,,Senior,Male,4,Occasional,Coconut Oil,Unscented,No,Yes,No,6,Pan-India,Brand Website
P06166,Moisturizer,Makeup,L'Oréal,307.58,30,Combination,Straight,Teen,Female,5,Occasional,Tea Tree,Citrus,No,No,Yes,9,West,Myntra
P06167,Body Lotion,Makeup,Biotique,917.89,0,Sensitive,,Adult,Male,4,Daily,Aloe Vera,Floral,No,No,Yes,3,Pan-India,Amazon
P06168,Lip Balm,Haircare,Nivea,208.72,50,Combination,Wavy,Senior,Female,5,Occasional,Rose Water,Unscented,Yes,No,Yes,3,South,Myntra
P06169,Body Lotion,Makeup,L'Oréal,1154.29,50,Sensitive,,Adult,Female,2,Occasional,Aloe Vera,Floral,No,Yes,No,6,Pan-India,Nykaa
P06170,Conditioner,Makeup,Biotique,137.08,15,Oily,Curly,Adult,Unisex,3,Weekly,Charcoal,Woody,No,No,Yes,5,North,Myntra
P06171,Body Lotion,Haircare,Biotique,814.94,0,Dry,Curly,Teen,Female,1,Daily,Tea Tree,Unscented,Yes,No,Yes,7,West,Amazon
P06172,Shampoo,Makeup,Garnier,290.66,15,Sensitive,Wavy,Senior,Unisex,4,Daily,Charcoal,Citrus,Yes,Yes,No,9,Pan-India,Flipkart
P06173,Conditioner,Haircare,Nivea,258.76,0,Sensitive,,Senior,Unisex,3,Weekly,Charcoal,Citrus,No,Yes,Yes,1,West,Flipkart
P06174,Face Wash,Bodycare,Biotique,368.78,0,Sensitive,Wavy,Adult,Female,5,Occasional,Aloe Vera,Unscented,No,No,No,3,South,Brand Website
P06175,Sunscreen,Skincare,Himalaya,265.38,50,Sensitive,,Teen,Unisex,1,Weekly,Tea Tree,Fruity,Yes,No,No,9,West,Myntra
P06176,Conditioner,Haircare,Neutrogena,1122.13,30,Normal,Coily,Senior,Unisex,2,Occasional,Rose Water,Woody,Yes,No,Yes,4,Pan-India,Myntra
P06177,Lip Balm,Haircare,Ponds,1042.01,50,Oily,Straight,Adult,Male,3,Occasional,Coconut Oil,Fruity,No,No,No,5,East,Flipkart
P06178,Face Wash,Haircare,Neutrogena,1234.79,30,Dry,Curly,Adult,Unisex,3,Occasional,Tea Tree,Fruity,No,Yes,Yes,10,West,Amazon
P06179,Toner,Haircare,Biotique,683.25,30,Combination,Curly,Senior,Female,2,Daily,Vitamin C,Citrus,No,Yes,Yes,8,West,Myntra
P06180,Deodorant,Makeup,Lakmé,131.65,0,Combination,,Adult,Unisex,1,Daily,Vitamin C,Floral,No,Yes,No,10,Pan-India,Myntra
P06181,Moisturizer,Fragrance,Dove,1280.05,50,Combination,Coily,Adult,Male,3,Occasional,Charcoal,Fruity,No,Yes,Yes,2,Pan-India,Amazon
P06182,Shampoo,Haircare,Ponds,1349.77,30,Combination,,Adult,Male,1,Occasional,Charcoal,Fruity,No,No,Yes,6,South,Flipkart
P06183,Conditioner,Haircare,Garnier,1241.92,30,Oily,Wavy,Senior,Unisex,4,Weekly,Charcoal,Woody,No,Yes,Yes,10,East,Brand Website
P06184,Toner,Skincare,Ponds,1102.95,30,Oily,Curly,Senior,Male,5,Daily,Coconut Oil,Fruity,No,No,Yes,10,West,Nykaa
P06185,Face Wash,Haircare,Dove,438.4,0,Combination,,Teen,Female,4,Occasional,Rose Water,Woody,Yes,Yes,Yes,9,Pan-India,Flipkart
P06186,Shampoo,Fragrance,Lakmé,1348.65,0,Oily,,Senior,Male,3,Daily,Vitamin C,Unscented,No,No,No,6,North,Brand Website
P06187,Lip Balm,Bodycare,Nivea,350.6,50,Dry,Wavy,Teen,Male,3,Weekly,Tea Tree,Citrus,No,Yes,No,2,Pan-India,Amazon
P06188,Lip Balm,Fragrance,Nivea,319.45,15,Dry,,Teen,Female,1,Weekly,Rose Water,Woody,No,Yes,Yes,1,North,Myntra
P06189,Face Wash,Bodycare,Mamaearth,824.67,0,Combination,,Adult,Male,4,Occasional,Tea Tree,Citrus,No,Yes,Yes,5,North,Myntra
P06190,Sunscreen,Skincare,Mamaearth,1262.44,15,Dry,Curly,Senior,Female,1,Daily,Aloe Vera,Woody,No,Yes,Yes,2,South,Nykaa
P06191,Deodorant,Haircare,Himalaya,946.7,50,Normal,Coily,Adult,Male,3,Occasional,Coconut Oil,Unscented,No,Yes,Yes,1,West,Flipkart
P06192,Serum,Makeup,Dove,269.57,0,Sensitive,,Senior,Female,4,Daily,Vitamin C,Unscented,Yes,Yes,Yes,6,North,Amazon
P06193,Face Wash,Makeup,Garnier,1169.33,50,Sensitive,Straight,Teen,Female,4,Occasional,Vitamin C,Unscented,Yes,Yes,Yes,6,West,Flipkart
P06194,Lip Balm,Fragrance,Dove,980.48,30,Normal,,Teen,Unisex,3,Weekly,Charcoal,Citrus,Yes,Yes,Yes,3,Pan-India,Amazon
P06195,Toner,Makeup,Mamaearth,880.92,30,Combination,,Teen,Female,2,Weekly,Coconut Oil,Unscented,Yes,Yes,No,5,West,Brand Website
P06196,Moisturizer,Bodycare,Biotique,1095.93,50,Normal,Coily,Adult,Female,4,Weekly,Aloe Vera,Unscented,Yes,No,Yes,8,West,Amazon
P06197,Lip Balm,Bodycare,Biotique,1436.48,15,Sensitive,Coily,Teen,Male,5,Occasional,Coconut Oil,Unscented,Yes,Yes,No,7,North,Nykaa
P06198,Conditioner,Makeup,Mamaearth,1478.98,50,Sensitive,Straight,Teen,Unisex,5,Weekly,Rose Water,Floral,No,Yes,Yes,7,South,Myntra
P06199,Moisturizer,Fragrance,Garnier,904.22,30,Oily,,Adult,Female,3,Weekly,Charcoal,Woody,No,No,No,10,North,Myntra
P06200,Body Lotion,Bodycare,Biotique,453.74,15,Sensitive,,Senior,Male,1,Weekly,Vitamin C,Unscented,Yes,No,Yes,7,Pan-India,Brand Website
P06201,Shampoo,Haircare,Ponds,1170,15,Dry,,Senior,Male,5,Daily,Rose Water,Fruity,Yes,Yes,Yes,1,West,Amazon
P06202,Moisturizer,Haircare,Himalaya,1003.95,15,Sensitive,,Teen,Male,3,Occasional,Aloe Vera,Unscented,Yes,Yes,Yes,1,Pan-India,Amazon
P06203,Moisturizer,Fragrance,Himalaya,212.16,50,Dry,,Senior,Male,4,Occasional,Vitamin C,Fruity,No,Yes,Yes,2,South,Myntra
P06204,Shampoo,Skincare,Biotique,833.54,30,Normal,Curly,Senior,Female,4,Weekly,Coconut Oil,Floral,Yes,No,Yes,3,West,Nykaa
P06205,Deodorant,Bodycare,Biotique,148.1,0,Sensitive,,Teen,Unisex,1,Occasional,Vitamin C,Woody,Yes,No,No,9,West,Brand Website
P06206,Moisturizer,Makeup,Dove,97.94,0,Dry,,Teen,Male,3,Weekly,Aloe Vera,Floral,No,No,No,10,West,Myntra
P06207,Toner,Makeup,Ponds,651.36,50,Dry,,Adult,Female,3,Daily,Rose Water,Woody,Yes,Yes,No,4,East,Nykaa
P06208,Conditioner,Makeup,Garnier,145.36,15,Normal,,Teen,Female,2,Weekly,Coconut Oil,Floral,No,Yes,No,8,Pan-India,Myntra
P06209,Face Wash,Bodycare,Garnier,54.24,0,Dry,Curly,Adult,Female,5,Weekly,Charcoal,Woody,Yes,Yes,No,8,Pan-India,Myntra
P06210,Deodorant,Bodycare,Ponds,274.81,50,Combination,Straight,Adult,Male,1,Weekly,Aloe Vera,Floral,No,No,Yes,2,North,Myntra
P06211,Moisturizer,Makeup,L'Oréal,428.99,30,Sensitive,,Teen,Unisex,2,Occasional,Coconut Oil,Unscented,Yes,Yes,No,5,East,Amazon
P06212,Sunscreen,Fragrance,Ponds,1249.29,15,Sensitive,,Adult,Female,5,Weekly,Charcoal,Woody,No,No,No,3,East,Nykaa
P06213,Serum,Bodycare,Himalaya,347.93,30,Combination,,Senior,Male,5,Daily,Rose Water,Fruity,No,Yes,Yes,7,West,Brand Website
P06214,Sunscreen,Haircare,Mamaearth,438.44,50,Normal,,Senior,Female,2,Occasional,Coconut Oil,Floral,Yes,Yes,Yes,1,Pan-India,Myntra
P06215,Body Lotion,Haircare,Ponds,161.26,30,Sensitive,Straight,Senior,Unisex,4,Occasional,Aloe Vera,Woody,Yes,No,No,2,East,Brand Website
P06216,Conditioner,Haircare,Ponds,994.19,30,Dry,Coily,Senior,Female,2,Daily,Aloe Vera,Unscented,No,Yes,No,5,East,Brand Website
P06217,Conditioner,Fragrance,Garnier,1481.16,0,Dry,,Senior,Female,3,Daily,Coconut Oil,Floral,Yes,Yes,No,8,West,Flipkart
P06218,Lip Balm,Bodycare,Lakmé,218.23,50,Combination,Coily,Senior,Male,5,Daily,Aloe Vera,Citrus,Yes,No,Yes,5,North,Amazon
P06219,Body Lotion,Makeup,Neutrogena,1128.5,15,Dry,Curly,Teen,Unisex,1,Occasional,Vitamin C,Citrus,No,Yes,Yes,2,West,Amazon
P06220,Deodorant,Skincare,Neutrogena,204,50,Oily,Curly,Teen,Male,3,Weekly,Charcoal,Unscented,Yes,Yes,No,3,South,Amazon
P06221,Sunscreen,Fragrance,L'Oréal,785.75,30,Normal,,Adult,Unisex,5,Daily,Tea Tree,Woody,No,Yes,Yes,9,West,Myntra
P06222,Sunscreen,Fragrance,Mamaearth,525.82,15,Combination,,Adult,Male,4,Daily,Coconut Oil,Citrus,Yes,Yes,No,1,North,Brand Website
P06223,Face Wash,Skincare,Nivea,775.58,15,Oily,Wavy,Teen,Male,1,Occasional,Vitamin C,Unscented,Yes,No,Yes,2,North,Flipkart
P06224,Moisturizer,Skincare,Neutrogena,967.67,0,Oily,,Teen,Female,2,Occasional,Charcoal,Woody,Yes,Yes,No,3,North,Amazon
P06225,Deodorant,Makeup,Neutrogena,1130.3,30,Sensitive,Coily,Senior,Male,4,Occasional,Aloe Vera,Unscented,Yes,Yes,Yes,4,Pan-India,Nykaa
P06226,Lip Balm,Makeup,Ponds,1409.86,15,Combination,,Adult,Female,3,Weekly,Aloe Vera,Citrus,Yes,No,Yes,6,West,Nykaa
P06227,Sunscreen,Haircare,Nivea,406.3,0,Oily,,Senior,Male,5,Weekly,Rose Water,Fruity,No,Yes,No,4,North,Flipkart
P06228,Conditioner,Skincare,Mamaearth,532.66,0,Combination,,Senior,Female,5,Occasional,Aloe Vera,Floral,No,No,No,3,Pan-India,Myntra
P06229,Deodorant,Fragrance,Nivea,1131.72,30,Combination,Coily,Adult,Male,2,Daily,Rose Water,Unscented,No,No,Yes,4,South,Flipkart
P06230,Face Wash,Fragrance,Neutrogena,613.21,30,Oily,,Adult,Male,2,Daily,Aloe Vera,Woody,Yes,Yes,Yes,9,West,Flipkart
P06231,Shampoo,Bodycare,Nivea,321.15,15,Normal,,Senior,Male,1,Weekly,Charcoal,Fruity,Yes,Yes,Yes,10,South,Nykaa
P06232,Body Lotion,Bodycare,L'Oréal,643.13,30,Oily,,Adult,Female,1,Weekly,Coconut Oil,Fruity,No,Yes,No,2,East,Brand Website
P06233,Face Wash,Bodycare,Mamaearth,58.9,30,Combination,Coily,Adult,Male,2,Occasional,Rose Water,Unscented,Yes,No,Yes,1,North,Flipkart
P06234,Deodorant,Haircare,Nivea,1318.76,15,Sensitive,,Senior,Unisex,1,Daily,Charcoal,Citrus,No,Yes,No,6,South,Amazon
P06235,Toner,Skincare,Garnier,690.32,50,Normal,Curly,Adult,Male,3,Daily,Aloe Vera,Woody,No,Yes,No,7,North,Brand Website
P06236,Serum,Bodycare,L'Oréal,1240.69,0,Normal,,Adult,Unisex,5,Daily,Vitamin C,Unscented,Yes,No,Yes,7,West,Flipkart
P06237,Face Wash,Makeup,Biotique,124.53,15,Dry,,Teen,Unisex,5,Occasional,Coconut Oil,Unscented,Yes,No,Yes,7,Pan-India,Nykaa
P06238,Moisturizer,Makeup,Biotique,190.17,30,Dry,,Adult,Female,5,Weekly,Rose Water,Unscented,No,Yes,No,5,North,Amazon
P06239,Serum,Makeup,Neutrogena,1154.83,0,Oily,Curly,Senior,Female,5,Occasional,Coconut Oil,Floral,No,Yes,No,9,East,Nykaa
P06240,Shampoo,Haircare,Nivea,748.33,15,Normal,,Senior,Unisex,4,Daily,Coconut Oil,Fruity,Yes,Yes,Yes,5,East,Nykaa
P06241,Deodorant,Skincare,Ponds,900.61,15,Sensitive,Wavy,Adult,Female,4,Occasional,Rose Water,Floral,Yes,No,No,4,Pan-India,Amazon
P06242,Sunscreen,Haircare,Neutrogena,1081.81,0,Oily,,Senior,Female,2,Weekly,Tea Tree,Unscented,Yes,No,No,10,North,Brand Website
P06243,Deodorant,Fragrance,L'Oréal,70.74,30,Normal,Coily,Adult,Female,3,Daily,Tea Tree,Citrus,No,Yes,No,7,East,Flipkart
P06244,Conditioner,Bodycare,Biotique,546.06,30,Normal,Straight,Teen,Male,5,Weekly,Vitamin C,Floral,Yes,Yes,Yes,9,South,Myntra
P06245,Sunscreen,Haircare,Nivea,1221,0,Dry,Wavy,Adult,Unisex,4,Daily,Vitamin C,Floral,Yes,Yes,No,6,Pan-India,Brand Website
P06246,Sunscreen,Bodycare,L'Oréal,1142.45,30,Normal,Coily,Adult,Female,2,Daily,Tea Tree,Citrus,No,Yes,Yes,6,West,Amazon
P06247,Deodorant,Haircare,Neutrogena,210.54,15,Normal,Curly,Senior,Male,5,Occasional,Aloe Vera,Unscented,No,No,No,4,North,Amazon
P06248,Face Wash,Bodycare,Ponds,205.92,50,Sensitive,Wavy,Teen,Unisex,5,Daily,Rose Water,Fruity,No,Yes,No,5,East,Nykaa
P06249,Toner,Bodycare,Lakmé,540.15,50,Oily,,Adult,Male,3,Occasional,Charcoal,Citrus,No,No,Yes,2,East,Nykaa
P06250,Deodorant,Skincare,Biotique,450.92,0,Oily,,Adult,Unisex,2,Weekly,Coconut Oil,Citrus,Yes,No,Yes,6,Pan-India,Amazon
P06251,Lip Balm,Fragrance,Nivea,444.39,30,Combination,Straight,Teen,Female,5,Daily,Charcoal,Fruity,Yes,No,No,4,Pan-India,Flipkart
P06252,Sunscreen,Fragrance,Ponds,1472.69,15,Sensitive,,Teen,Unisex,3,Weekly,Tea Tree,Unscented,Yes,No,No,1,East,Amazon
P06253,Conditioner,Skincare,Biotique,386.27,30,Oily,,Adult,Male,1,Occasional,Charcoal,Fruity,No,No,No,7,South,Brand Website
P06254,Lip Balm,Haircare,Himalaya,961.21,30,Dry,Curly,Senior,Unisex,1,Daily,Tea Tree,Unscented,No,Yes,No,10,West,Brand Website
P06255,Lip Balm,Makeup,Neutrogena,812.32,15,Dry,,Senior,Male,2,Daily,Charcoal,Citrus,No,No,No,10,Pan-India,Nykaa
P06256,Toner,Haircare,Lakmé,292.77,30,Normal,Coily,Teen,Male,2,Weekly,Aloe Vera,Citrus,Yes,No,No,1,North,Amazon
P06257,Conditioner,Makeup,Lakmé,1412.02,30,Normal,,Adult,Female,3,Weekly,Coconut Oil,Citrus,No,No,Yes,8,Pan-India,Brand Website
P06258,Sunscreen,Bodycare,Lakmé,1228.05,15,Oily,,Teen,Female,1,Occasional,Rose Water,Woody,Yes,Yes,No,8,East,Flipkart
P06259,Conditioner,Haircare,Ponds,527.16,30,Dry,Wavy,Senior,Female,1,Occasional,Charcoal,Fruity,No,No,No,4,Pan-India,Amazon
P06260,Conditioner,Haircare,Dove,1159.83,15,Sensitive,Wavy,Senior,Female,2,Daily,Rose Water,Floral,Yes,No,No,8,East,Amazon
P06261,Toner,Haircare,Dove,528.27,30,Combination,,Teen,Male,1,Occasional,Charcoal,Fruity,No,Yes,No,4,East,Brand Website
P06262,Serum,Haircare,Dove,1316.32,0,Oily,,Adult,Male,4,Weekly,Aloe Vera,Woody,No,No,No,9,South,Brand Website
P06263,Face Wash,Haircare,Nivea,87.85,30,Dry,Wavy,Senior,Male,3,Occasional,Coconut Oil,Fruity,Yes,Yes,No,5,North,Nykaa
P06264,Body Lotion,Haircare,L'Oréal,953.46,30,Sensitive,Wavy,Teen,Unisex,3,Weekly,Coconut Oil,Woody,Yes,No,No,5,Pan-India,Amazon
P06265,Serum,Bodycare,Himalaya,1095.79,50,Oily,Coily,Senior,Unisex,4,Daily,Coconut Oil,Fruity,Yes,Yes,No,4,Pan-India,Myntra
P06266,Body Lotion,Bodycare,Himalaya,997.45,30,Normal,Coily,Senior,Unisex,5,Daily,Coconut Oil,Citrus,No,No,No,9,West,Brand Website
P06267,Moisturizer,Fragrance,L'Oréal,1402.99,0,Dry,,Senior,Unisex,5,Weekly,Aloe Vera,Unscented,No,Yes,No,9,West,Myntra
P06268,Lip Balm,Bodycare,Nivea,176,15,Combination,,Senior,Male,4,Weekly,Aloe Vera,Floral,No,No,Yes,4,West,Brand Website
P06269,Toner,Haircare,Biotique,377.32,30,Normal,,Teen,Male,5,Daily,Coconut Oil,Citrus,Yes,Yes,Yes,8,North,Myntra
P06270,Moisturizer,Makeup,Himalaya,1319.46,15,Sensitive,,Teen,Male,3,Daily,Aloe Vera,Fruity,No,No,No,6,South,Myntra
P06271,Moisturizer,Skincare,Ponds,460.28,50,Sensitive,,Senior,Female,4,Occasional,Rose Water,Floral,Yes,No,Yes,6,Pan-India,Amazon
P06272,Deodorant,Makeup,Biotique,1437.17,50,Dry,Coily,Senior,Male,5,Occasional,Tea Tree,Woody,No,Yes,Yes,3,South,Amazon
P06273,Shampoo,Skincare,Neutrogena,241.33,30,Dry,,Senior,Male,2,Weekly,Vitamin C,Citrus,No,No,No,1,North,Nykaa
P06274,Body Lotion,Makeup,Nivea,1436.99,15,Normal,Wavy,Teen,Unisex,3,Daily,Vitamin C,Citrus,Yes,No,Yes,10,North,Amazon
P06275,Toner,Makeup,Neutrogena,915.04,30,Normal,Straight,Adult,Unisex,3,Occasional,Vitamin C,Floral,Yes,No,No,3,Pan-India,Brand Website
P06276,Shampoo,Fragrance,Biotique,730.84,30,Sensitive,,Adult,Male,3,Occasional,Charcoal,Woody,No,Yes,Yes,5,East,Amazon
P06277,Toner,Makeup,Lakmé,1427.42,0,Dry,Straight,Senior,Male,3,Daily,Rose Water,Fruity,Yes,No,Yes,1,South,Brand Website
P06278,Toner,Makeup,Lakmé,1015.89,50,Sensitive,,Adult,Female,5,Daily,Vitamin C,Fruity,No,Yes,Yes,8,South,Brand Website
P06279,Moisturizer,Haircare,Garnier,1421.91,15,Oily,,Senior,Unisex,5,Occasional,Vitamin C,Woody,No,Yes,Yes,8,North,Flipkart
P06280,Deodorant,Haircare,Biotique,1173.62,15,Sensitive,,Teen,Unisex,1,Occasional,Vitamin C,Citrus,Yes,Yes,No,1,Pan-India,Nykaa
P06281,Serum,Bodycare,Biotique,1465.83,15,Combination,Straight,Teen,Female,5,Occasional,Coconut Oil,Floral,No,No,Yes,10,East,Myntra
P06282,Body Lotion,Haircare,Lakmé,564.69,30,Dry,Coily,Senior,Female,2,Weekly,Coconut Oil,Citrus,No,Yes,No,3,Pan-India,Nykaa
P06283,Conditioner,Bodycare,Himalaya,577.52,50,Normal,Wavy,Adult,Male,5,Daily,Coconut Oil,Floral,Yes,Yes,No,2,South,Brand Website
P06284,Moisturizer,Haircare,Himalaya,902.57,50,Oily,Curly,Senior,Male,4,Occasional,Aloe Vera,Unscented,Yes,Yes,No,10,Pan-India,Flipkart
P06285,Lip Balm,Fragrance,L'Oréal,589.38,30,Dry,Coily,Adult,Unisex,1,Daily,Coconut Oil,Citrus,No,No,Yes,6,East,Flipkart
P06286,Conditioner,Fragrance,Neutrogena,1031.87,30,Dry,,Senior,Unisex,1,Occasional,Tea Tree,Citrus,No,No,Yes,1,West,Myntra
P06287,Sunscreen,Bodycare,Dove,730.44,15,Normal,,Senior,Unisex,3,Daily,Vitamin C,Floral,Yes,No,No,10,West,Amazon
P06288,Face Wash,Skincare,Lakmé,510.56,50,Combination,,Teen,Female,5,Occasional,Charcoal,Citrus,Yes,Yes,Yes,10,North,Brand Website
P06289,Sunscreen,Makeup,Dove,451.28,30,Sensitive,Coily,Adult,Male,5,Weekly,Vitamin C,Unscented,No,No,Yes,3,West,Nykaa
P06290,Moisturizer,Fragrance,Biotique,997.49,30,Normal,Wavy,Teen,Male,4,Daily,Rose Water,Fruity,No,No,No,10,Pan-India,Amazon
P06291,Lip Balm,Bodycare,Neutrogena,1302.81,30,Combination,,Senior,Male,5,Occasional,Coconut Oil,Citrus,Yes,Yes,Yes,10,Pan-India,Myntra
P06292,Sunscreen,Bodycare,Biotique,501.47,15,Dry,,Adult,Female,5,Occasional,Aloe Vera,Woody,Yes,No,Yes,5,East,Amazon
P06293,Sunscreen,Bodycare,Garnier,53.43,30,Dry,,Teen,Unisex,4,Occasional,Tea Tree,Woody,No,Yes,Yes,7,Pan-India,Flipkart
P06294,Serum,Bodycare,Neutrogena,466.37,30,Sensitive,Coily,Adult,Unisex,1,Daily,Tea Tree,Fruity,No,No,No,10,East,Nykaa
P06295,Shampoo,Fragrance,Mamaearth,278.48,30,Combination,,Senior,Female,1,Daily,Coconut Oil,Woody,No,No,No,10,Pan-India,Flipkart
P06296,Face Wash,Bodycare,Ponds,1040.43,0,Oily,,Teen,Unisex,5,Weekly,Aloe Vera,Fruity,No,No,No,1,Pan-India,Amazon
P06297,Shampoo,Haircare,Nivea,338.25,0,Combination,,Senior,Male,3,Occasional,Rose Water,Unscented,No,No,No,7,North,Flipkart
